language,BCP-47 code,ISO 639-3 code
Kiribati,NaN,gil
Gimi (Eastern Highlands),NaN,gim
Hinukh,NaN,gin
Gimi (West New Britain),NaN,gip
Green Gelao,NaN,giq
Red Gelao,NaN,gir
North Giziga,NaN,gis
Gitxsan,NaN,git
Mulao,NaN,giu
White Gelao,NaN,giw
Gilima,NaN,gix
South Giziga,NaN,giz
Kachi Koli,gjk_Gujr,gjk
Gunditjmara,NaN,gjm
Gonja,NaN,gjn
Gujari,NaN,gju
Guya,NaN,gka
Magɨ (Madang Province),NaN,gkd
Ndai,NaN,gke
Gokana,NaN,gkn
Kok-Nar,NaN,gko
Guinea Kpelle,NaN,gkp
ǂUngkue,NaN,gku
Belning,NaN,glb
Bon Gula,NaN,glc
Nanai,NaN,gld
Irish,gle_Latn,gle
Galician,glg_Latn,glg
Northwest Pashayi,NaN,glh
Gula Iro,NaN,glj
Gilaki,NaN,glk
Garlali,NaN,gll
Galambu,NaN,glo
Glaro-Twabo,NaN,glr
Gula (Chad),NaN,glu
Manx,NaN,glv
Glavda,NaN,glw
Gule,NaN,gly
Gambera,NaN,gma
Gula'alaa,NaN,gmb
Mághdì,NaN,gmd
Magɨyi,NaN,gmg
Middle High German (ca. 1050-1500),NaN,gmh
Middle Low German,NaN,gml
Gbaya-Mbodomo,NaN,gmm
Gimnime,NaN,gmn
Gumalu,NaN,gmu
Gamo,NaN,gmv
Magoma,NaN,gmx
Mycenaean Greek,NaN,gmy
Kaansa,NaN,gna
Gangte,NaN,gnb
Guanche,NaN,gnc
Zulgo-Gemzek,NaN,gnd
Ganang,NaN,gne
Ngangam,NaN,gng
Lere,NaN,gnh
Gooniyandi,NaN,gni
Ngen,NaN,gnj
ǁGana,NaN,gnk
Gangulu,NaN,gnl
Ginuman,NaN,gnm
Gumatj,NaN,gnn
Northern Gondi,NaN,gno
Gana,NaN,gnq
Gureng Gureng,NaN,gnr
Guntai,NaN,gnt
Gnau,NaN,gnu
Western Bolivian Guaraní,NaN,gnw
Ganzi,NaN,gnz
Guro,NaN,goa
Playero,NaN,gob
Gorakor,NaN,goc
Godié,NaN,god
Gongduk,NaN,goe
Gofa,NaN,gof
Gogo,NaN,gog
Old High German (ca. 750-1050),NaN,goh
Gobasi,NaN,goi
Gola,NaN,gol
Goan Konkani,NaN,gom
Gone Dau,NaN,goo
Yeretuar,NaN,gop
Gorap,NaN,goq
Gorontalo,NaN,gor
Gronings,NaN,gos
Gothic,NaN,got
Gavar,NaN,gou
Gorowa,NaN,gow
Gobu,NaN,gox
Goundo,NaN,goy
Gozarkhani,NaN,goz
Gupa-Abawa,NaN,gpa
Ghanaian Pidgin English,NaN,gpe
Taiap,NaN,gpn
Ga'anda,NaN,gqa
Guiqiong,NaN,gqi
Guana (Brazil),NaN,gqn
Gor,NaN,gqr
Qau,NaN,gqu
Rajput Garasia,NaN,gra
"Greek, Ancient",NaN,grc
Guruntum-Mbaaru,NaN,grd
Madi,NaN,grg
Gbiri-Niragu,NaN,grh
Ghari,NaN,gri
Southern Grebo,NaN,grj
Kota Marudu Talantang,NaN,grm
Guarani,grn_Latn,grn
Groma,NaN,gro
Gorovu,NaN,grq
Taznatit,NaN,grr
Gresi,NaN,grs
Garo,NaN,grt
Kistane,NaN,gru
Central Grebo,NaN,grv
Gweda,NaN,grw
Guriaso,NaN,grx
Barclayville Grebo,NaN,gry
Guramalum,NaN,grz
Gusilay,NaN,gsl
Nema,NaN,gsn
"Gbaya, Southwest",NaN,gso
Wasembo,NaN,gsp
Swiss German,NaN,gsw
Guató,NaN,gta
Shiki,NaN,gua
Guajajára,NaN,gub
Wayuu,NaN,guc
"Dida, Yocoboué",NaN,gud
Gurindji,NaN,gue
Gupapuyngu,NaN,guf
Paraguayan Guaraní,NaN,gug
Guahibo,NaN,guh
Eastern Bolivian Guaraní,NaN,gui
Gujarati,guj_Gujr,guj
Gumuz,NaN,guk
Sea Island Creole English,NaN,gul
Misak,NaN,gum
Mbyá Guaraní,NaN,gun
Guayabero,NaN,guo
Gunwinggu,NaN,gup
Aché,NaN,guq
Farefare,NaN,gur
Maléku Jaíka,NaN,gut
Yanomamö,NaN,guu
Gun,NaN,guw
Gourmanchéma,NaN,gux
Gusii,NaN,guz
Guana (Paraguay),NaN,gva
Wanano,NaN,gvc
Duwet,NaN,gve
Golin,NaN,gvf
Guajá,NaN,gvj
Gulay,NaN,gvl
Gurmana,NaN,gvm
Kuku-Yalanji,NaN,gvn
Gavião Do Jiparaná,NaN,gvo
Pará Gavião,NaN,gvp
Gurung,NaN,gvr
Gumawana,NaN,gvs
Guyani,NaN,gvy
Mbato,NaN,gwa
Gwa,NaN,gwb
Kalami,NaN,gwc
Gawwada,NaN,gwd
Gweno,NaN,gwe
Gowro,NaN,gwf
Moo,NaN,gwg
Gwich’in,NaN,gwi
ǀGwi,NaN,gwj
Awngthim,NaN,gwm
Gwandara,NaN,gwn
Gwere,NaN,gwr
Gawar-Bati,NaN,gwt
Guwamu,NaN,gwu
Kwini,NaN,gww
Gua,NaN,gwx
Wè Southern,NaN,gxx
Northwest Gbaya,NaN,gya
Garus,NaN,gyb
Kayardild,NaN,gyd
Gyem,NaN,gye
Gungabula,NaN,gyf
Gbayi,NaN,gyg
Gyele,NaN,gyi
Gayil,NaN,gyl
Ngäbere,NaN,gym
Guyanese Creole English,NaN,gyn
Gyalsumdo,NaN,gyo
Guarayu,NaN,gyr
Gunya,NaN,gyy
Gyaazi,NaN,gyz
Ganza,NaN,gza
Gazi,NaN,gzi
Gane,NaN,gzn
Han,NaN,haa
Gurani,NaN,hac
Hatam,NaN,had
Eastern Oromo,NaN,hae
Hanga,NaN,hag
Hahon,NaN,hah
Hajong,NaN,haj
"Chinese, Hakka",NaN,hak
Halang,NaN,hal
Hewa,NaN,ham
Hangaza,NaN,han
Hakö,NaN,hao
Hupla,NaN,hap
Ha,NaN,haq
Harari,NaN,har
Haisla,NaN,has
Haitian Creole,hat_Latn,hat
Hausa,hau_Latn,hau
Havu,NaN,hav
Hawaiian,NaN,haw
Southern Haida,NaN,hax
Haya,NaN,hay
Hazaragi,NaN,haz
Hamba,NaN,hba
Huba,NaN,hbb
Heiban,NaN,hbn
Ancient Hebrew,NaN,hbo
Serbo-Croatian,NaN,hbs
Habu,NaN,hbu
Andaman Creole Hindi,NaN,hca
Huichol,NaN,hch
Northern Haida,NaN,hdn
Hadiyya,NaN,hdy
Northern Qiandong Miao,NaN,hea
Hebrew,heb_Hebr,heb
Herdé,NaN,hed
Helong,NaN,heg
Hehe,NaN,heh
Heiltsuk,NaN,hei
Hemba,NaN,hem
Herero,NaN,her
Haiǁom,NaN,hgm
Haigwai,NaN,hgw
Hoia Hoia,NaN,hhi
Kerak,NaN,hhr
Hoyahoya,NaN,hhy
Lamang,NaN,hia
Hibito,NaN,hib
Hidatsa,NaN,hid
"Hindi, Fiji",NaN,hif
Kamwe,NaN,hig
Pamosu,NaN,hih
Hinduri,NaN,hii
Hijuk,NaN,hij
Seit-Kaitetu,NaN,hik
Hiligaynon,NaN,hil
Hindi,hin_Deva,hin
Tsoa,NaN,hio
Hittite,NaN,hit
Hiw,NaN,hiw
Hixkaryána,NaN,hix
Haji,NaN,hji
Kahe,NaN,hka
Hunde,NaN,hke
Poguli,NaN,hkh
Hunjara-Kaina Ke,NaN,hkk
Halia,NaN,hla
Halbi,NaN,hlb
Halang Doan,NaN,hld
Hlersu,NaN,hle
"Chin, Matu",NaN,hlt
Hieroglyphic Luwian,NaN,hlu
Southern Mashan Miao,NaN,hma
Humburi Senni Songhay,NaN,hmb
Central Huishui Miao,NaN,hmc
Large Flowery Miao,NaN,hmd
Eastern Huishui Miao,NaN,hme
Hmong Don,NaN,hmf
Southwestern Guiyang Hmong,NaN,hmg
Southwestern Huishui Miao,NaN,hmh
Northern Huishui Miao,NaN,hmi
Gejia,NaN,hmj
Luopohe Miao,NaN,hml
Central Mashan Miao,NaN,hmm
Northern Mashan Miao,NaN,hmp
Eastern Qiandong Miao,NaN,hmq
Hmar,NaN,hmr
Southern Qiandong Miao,NaN,hms
Hamtai,NaN,hmt
Hamap,NaN,hmu
Hmong Dô,NaN,hmv
Western Mashan Miao,NaN,hmw
Southern Guiyang Miao,NaN,hmy
Sinicized Miao,NaN,hmz
Mina (Cameroon),NaN,hna
Southern Hindko,NaN,hnd
Chhattisgarhi,hne_Deva,hne
Hungu,NaN,hng
ǁAni,NaN,hnh
Hani,NaN,hni
Mong Njua,NaN,hnj
Hanunoo,NaN,hnn
Northern Hindko,NaN,hno
"Hindustani, Sarnami",NaN,hns
Hung,NaN,hnu
Hoava,NaN,hoa
Mari (Madang Province),NaN,hob
Ho,NaN,hoc
Holma,NaN,hod
Horom,NaN,hoe
Hobyót,NaN,hoh
Holikachuk,NaN,hoi
Haroti,NaN,hoj
Holu,NaN,hol
Homa,NaN,hom
Holoholo,NaN,hoo
Hopi,NaN,hop
Horo,NaN,hor
Malê,NaN,hot
Hovongan,NaN,hov
Honi,NaN,how
Holiya,NaN,hoy
Hozo,NaN,hoz
Hpon,NaN,hpo
Hrangkhol,NaN,hra
Niwer Mil,NaN,hrc
Hre,NaN,hre
Haruku,NaN,hrk
Horned Miao,NaN,hrm
Haroi,NaN,hro
Nhirrpi,NaN,hrp
Hértevin,NaN,hrt
Hruso,NaN,hru
Croatian,hrv_Latn,hrv
Hunsrik,NaN,hrx
Harzani,NaN,hrz
"Sorbian, Upper",NaN,hsb
Xiang Chinese,NaN,hsn
Harsusi,NaN,hss
Hoti,NaN,hti
"Witoto, Minika",NaN,hto
Hadza,NaN,hts
Hitu,NaN,htu
Wampís,NaN,hub
ǂHua,NaN,huc
Huaulu,NaN,hud
San Francisco Del Mar Huave,NaN,hue
Humene,NaN,huf
Huachipaeri,NaN,hug
Huilliche,NaN,huh
Huli,NaN,hui
Northern Guiyang Miao,NaN,huj
Hulung,NaN,huk
Hula,NaN,hul
Hungana,NaN,hum
Hungarian,hun_Latn,hun
Hu,NaN,huo
Hupa,NaN,hup
Tsat,NaN,huq
Halkomelem,NaN,hur
Huastec,NaN,hus
Humla,NaN,hut
"Witoto, Murui",NaN,huu
"Huave, San Mateo del Mar",NaN,huv
Hukumina,NaN,huw
Nüpode Huitoto,NaN,hux
Hulaulá,NaN,huy
Hunzib,NaN,huz
San Dionisio Del Mar Huave,NaN,hve
Haveke,NaN,hvk
Hawu,NaN,hvn
Santa María Del Mar Huave,NaN,hvv
Wané,NaN,hwa
Hawaii Pidgin,NaN,hwc
Hwana,NaN,hwo
Hya,NaN,hya
Armenian,hye_Armn,hye
"Armenian, Western",NaN,hyw
Iaai,NaN,iai
Iatmul,NaN,ian
Purari,NaN,iar
Iban,NaN,iba
Ibibio,NaN,ibb
Iwaidja,NaN,ibd
Akpes,NaN,ibe
Ibanag,NaN,ibg
Bih,NaN,ibh
Ibaloi,NaN,ibl
Agoi,NaN,ibm
Ibino,NaN,ibn
Igbo,ibo_Latn,ibo
Ibuoro,NaN,ibr
Ibu,NaN,ibu
Ibani,NaN,iby
Ede Ica,NaN,ica
Etkywan,NaN,ich
Islander English Creole,NaN,icr
Luidakho-Luisukha-Lutirichi,NaN,ida
Indo-Portuguese,NaN,idb
Idon,NaN,idc
Ede Idaca,NaN,idd
Idere,NaN,ide
Idi,NaN,idi
Indri,NaN,idr
Idaté,NaN,idt
Idoma,NaN,idu
"Ifugao, Amganad",NaN,ifa
"Ifugao, Batad",NaN,ifb
Ifè,NaN,ife
Ifo,NaN,iff
"Ifugao, Tuwali",NaN,ifk
Teke-Fuumu,NaN,ifm
"Ifugao, Mayoyao",NaN,ifu
"Kallahan, Keley-i",NaN,ify
Ebira,NaN,igb
Igede,NaN,ige
Igana,NaN,igg
Igala,NaN,igl
Kanggape,NaN,igm
Ignaciano,NaN,ign
Isebe,NaN,igo
Igwe,NaN,igw
Iha,NaN,ihp
Bidhawal,NaN,ihw
Sichuan Yi,NaN,iii
Thiin,NaN,iin
Izon,NaN,ijc
Biseni,NaN,ije
Ede Ije,NaN,ijj
Kalabari,NaN,ijn
Southeast Ijo,NaN,ijs
Eastern Canadian Inuktitut,NaN,ike
Iko,NaN,iki
Ika,NaN,ikk
Ikulu,NaN,ikl
Olulumo-Ikom,NaN,iko
Ikpeshi,NaN,ikp
Ikaranggal,NaN,ikr
Western Canadian Inuktitut,NaN,ikt
Iku-Gora-Ankwa,NaN,ikv
Ikwere,NaN,ikw
Ik,NaN,ikx
Ikizu,NaN,ikz
Ile Ape,NaN,ila
Ila,NaN,ilb
Garig-Ilgar,NaN,ilg
Ili Turki,NaN,ili
Ilongot,NaN,ilk
Ilocano,ilo_Latn,ilo
Ili'uun,NaN,ilu
Ilue,NaN,ilv
Mala Malasar,NaN,ima
Anamgura,NaN,imi
Miluk,NaN,iml
Imonda,NaN,imn
Imbongu,NaN,imo
Imroing,NaN,imr
Milyan,NaN,imy
Interlingua (International Auxiliary Language Association),NaN,ina
Inga,NaN,inb
Indonesian,ind_Latn,ind
Degexit'an,NaN,ing
Ingush,NaN,inh
Jungle Inga,NaN,inj
Minaean,NaN,inm
Isinai,NaN,inn
Inoke-Yate,NaN,ino
Iñapari,NaN,inp
Intha,NaN,int
Ineseño,NaN,inz
Inor,NaN,ior
Tuma-Irumu,NaN,iou
Iowa-Oto,NaN,iow
Ipili,NaN,ipi
Ipiko,NaN,ipo
Iquito,NaN,iqu
Ikwo,NaN,iqw
Iresim,NaN,ire
Irarutu,NaN,irh
Rigwe,NaN,iri
Iraqw,NaN,irk
Irántxe,NaN,irn
Irula,NaN,iru
Kamberau,NaN,irx
Iraya,NaN,iry
Isabi,NaN,isa
Isconahua,NaN,isc
Isnag,NaN,isd
Esan,NaN,ish
Nkem-Nkum,NaN,isi
Ishkashimi,NaN,isk
Icelandic,isl_Latn,isl
Masimasi,NaN,ism
Isanzu,NaN,isn
Isoko,NaN,iso
Istriot,NaN,ist
Isu (Menchum Division),NaN,isu
Italian,ita_Latn,ita
Binongan Itneg,NaN,itb
Southern Tidung,NaN,itd
Itene,NaN,ite
Inlaod Itneg,NaN,iti
Judeo-Italian,NaN,itk
Itelmen,NaN,itl
Itu Mbon Uzo,NaN,itm
Itonama,NaN,ito
Iteri,NaN,itr
Isekiri,NaN,its
Maeng Itneg,NaN,itt
Itawit,NaN,itv
Ito,NaN,itw
Itik,NaN,itx
Moyadan Itneg,NaN,ity
Itzá,NaN,itz
Iu Mien,NaN,ium
Ibatan,NaN,ivb
Ivatan,NaN,ivv
I-Wak,NaN,iwk
Iwam,NaN,iwm
Iwur,NaN,iwo
Sepik Iwam,NaN,iws
Ixcatec,NaN,ixc
Ixil,NaN,ixl
Iyayu,NaN,iya
Mesaka,NaN,iyo
Yaka (Congo),NaN,iyx
Ingrian,NaN,izh
Izere,NaN,izr
Izii,NaN,izz
Jamamadí,NaN,jaa
Hyam,NaN,jab
Jakalteko,NaN,jac
Jahanka,NaN,jad
Yabem,NaN,jae
Jara,NaN,jaf
Jah Hut,NaN,jah
Zazao,NaN,jaj
Jakun,NaN,jak
Yalahatan,NaN,jal
Jamaican English Creole,NaN,jam
Jandai,NaN,jan
Yanyuwa,NaN,jao
Yaqay,NaN,jaq
New Caledonian Javanese,NaN,jas
Jakati,NaN,jat
Yaur,NaN,jau
Javanese,jav_Latn,jav
Jambi Malay,NaN,jax
Yan-nhangu,NaN,jay
Jawe,NaN,jaz
Badjiri,NaN,jbi
Arandai,NaN,jbj
Barikewa,NaN,jbk
Nafusi,NaN,jbn
Jofotek-Bromnya,NaN,jbr
Jabutí,NaN,jbt
Jukun Takum,NaN,jbu
Yawijibaya,NaN,jbw
Krymchak,NaN,jct
Jad,NaN,jda
Jadgali,NaN,jdg
Judeo-Tat,NaN,jdt
Jebero,NaN,jeb
Jerung,NaN,jee
Jeh,NaN,jeh
Yei,NaN,jei
Jeri Kuo,NaN,jek
Yelmek,NaN,jel
Dza,NaN,jen
Jere,NaN,jer
Manem,NaN,jet
Jonkor Bourmataguil,NaN,jeu
Ngbee,NaN,jgb
Judeo-Georgian,NaN,jge
Ngomba,NaN,jgo
Jehai,NaN,jhi
Jina,NaN,jia
Jibu,NaN,jib
Tol,NaN,jic
Bu (Kaduna State),NaN,jid
Jilbe,NaN,jie
Jingulu,NaN,jig
sTodsde,NaN,jih
Jiiddu,NaN,jii
Jilim,NaN,jil
Jimi (Cameroon),NaN,jim
Jiamao,NaN,jio
Lavrung,NaN,jiq
Jita,NaN,jit
Youle Jinuo,NaN,jiu
Shuar,NaN,jiv
Buyuan Jinuo,NaN,jiy
Jejueo,NaN,jje
Kaera,NaN,jka
Mobwa Karen,NaN,jkm
Kubo,NaN,jko
Koro (India),NaN,jkr
Labir,NaN,jku
Ngile,NaN,jle
Dima,NaN,jma
Zumbun,NaN,jmb
Machame,NaN,jmc
Yamdena,NaN,jmd
Jimi (Nigeria),NaN,jmi
Jumli,NaN,jml
Makuri Naga,NaN,jmn
Kamara,NaN,jmr
Mashi (Nigeria),NaN,jms
Mouwase,NaN,jmw
Western Juxtlahuaca Mixtec,NaN,jmx
Jangshung,NaN,jna
Jandavra,NaN,jnd
Yangman,NaN,jng
Janji,NaN,jni
Yemsa,NaN,jnj
Rawat,NaN,jnl
Jaunsari,NaN,jns
Joba,NaN,job
Wojenaka,NaN,jod
Jorá,NaN,jor
Jowulu,NaN,jow
Japanese,jpn_Jpan,jpn
Judeo-Persian,NaN,jpr
Jaqaru,NaN,jqr
Jarai,NaN,jra
Jiru,NaN,jrr
Japrería,NaN,jru
Júma,NaN,jua
Wannu,NaN,jub
Jurchen,NaN,juc
Worodougou,NaN,jud
Hõne,NaN,juh
Ngadjuri,NaN,jui
Wapan,NaN,juk
Jirel,NaN,jul
Jumjum,NaN,jum
Juang,NaN,jun
Jiba,NaN,juo
Hupdë,NaN,jup
Jurúna,NaN,jur
Jutish,NaN,jut
Ju,NaN,juu
Wãpha,NaN,juw
Juray,NaN,juy
Javindo,NaN,jvd
"Javanese, Suriname",NaN,jvn
Jwira-Pepesa,NaN,jwi
Jiarong,NaN,jya
Judeo-Yemeni Arabic,NaN,jye
Jaya,NaN,jyy
Karakalpak,NaN,kaa
Amazigh,NaN,kab
Jingpho,kac_Latn,kac
Adara,NaN,kad
Ketangalan,NaN,kae
Katso,NaN,kaf
Kajaman,NaN,kag
Kara (Central African Republic),NaN,kah
Karekare,NaN,kai
Jju,NaN,kaj
Kalanguya,NaN,kak
Greenlandic,NaN,kal
Kamba,kam_Latn,kam
Kannada,kan_Knda,kan
Xaasongaxango,NaN,kao
Bezhta,NaN,kap
Capanahua,NaN,kaq
Kashmiri,NaN,kas
Georgian,kat_Geor,kat
Kawi,NaN,kaw
Kao,NaN,kax
Kamayurá,NaN,kay
Kazakh,kaz_Cyrl,kaz
Kalarko,NaN,kba
Kaxuiâna,NaN,kbb
Kadiwéu,NaN,kbc
Kabardian,NaN,kbd
Kanju,NaN,kbe
Khamba,NaN,kbg
Camsá,NaN,kbh
Kaptiau,NaN,kbi
Kari,NaN,kbj
Grass Koiari,NaN,kbk
Kanembu,NaN,kbl
Iwal,NaN,kbm
Kare (Central African Republic),NaN,kbn
Keliko,NaN,kbo
Kabiyè,kbp_Latn,kbp
Kamano,NaN,kbq
Kafa,NaN,kbr
Kande,NaN,kbs
Abadi,NaN,kbt
Kabutra,NaN,kbu
Dera (Indonesia),NaN,kbv
Kaiep,NaN,kbw
Ap Ma,NaN,kbx
"Kanuri, Manga",NaN,kby
Duhwa,NaN,kbz
Khanty,NaN,kca
Kawacha,NaN,kcb
Lubila,NaN,kcc
Ngkâlmpw Kanum,NaN,kcd
Ukaan,NaN,kcf
Tyap,NaN,kcg
Kamantan,NaN,kci
Kobiana,NaN,kcj
Kalanga,NaN,kck
Kela (Papua New Guinea),NaN,kcl
Gula (Central African Republic),NaN,kcm
Nubi,NaN,kcn
Kinalakna,NaN,kco
Kanga,NaN,kcp
Kamo,NaN,kcq
Katla,NaN,kcr
Koenoem,NaN,kcs
Kaian,NaN,kct
Kami (Tanzania),NaN,kcu
Kete,NaN,kcv
Kabwari,NaN,kcw
Kachama-Ganjule,NaN,kcx
Korandje,NaN,kcy
Konongo,NaN,kcz
Worimi,NaN,kda
Kutu,NaN,kdc
Yankunytjatjara,NaN,kdd
Makonde,NaN,kde
Mamusi,NaN,kdf
Seba,NaN,kdg
Tem,NaN,kdh
Kumam,NaN,kdi
Ng’akarimojong,NaN,kdj
Numèè,NaN,kdk
Tsikimba,NaN,kdl
Kagoma,NaN,kdm
Kunda,NaN,kdn
Kaningdon-Nindem,NaN,kdp
Koch,NaN,kdq
Karaim,NaN,kdr
Kuay,NaN,kdt
Kadaru,NaN,kdu
Koneraw,NaN,kdw
Kam,NaN,kdx
Keijar,NaN,kdy
Kwaja,NaN,kdz
Kabuverdianu,kea_Latn,kea
Kélé,NaN,keb
Keiga,NaN,kec
Kerewe,NaN,ked
Eastern Keres,NaN,kee
Kpessi,NaN,kef
Tese,NaN,keg
Keak,NaN,keh
Kei,NaN,kei
Kadar,NaN,kej
Q’eqchi’,NaN,kek
Kela (Democratic Republic of Congo),NaN,kel
Kemak,NaN,kem
Kenyang,NaN,ken
Kakwa,NaN,keo
Kaikadi,NaN,kep
Kamar,NaN,keq
Kera,NaN,ker
Kugbo,NaN,kes
Ket,NaN,ket
Akebu,NaN,keu
Kanikkaran,NaN,kev
West Kewa,NaN,kew
Kupia,NaN,key
Kukele,NaN,kez
Kodava,NaN,kfa
"Kolami, Northwestern",NaN,kfb
Konda-Dora,NaN,kfc
Korra Koraga,NaN,kfd
Kota (India),NaN,kfe
Koya,NaN,kff
Kudiya,NaN,kfg
Kurichiya,NaN,kfh
Kinnauri,NaN,kfk
Kung,NaN,kfl
Khunsari,NaN,kfm
Kuk,NaN,kfn
Koro (Côte d'Ivoire),NaN,kfo
Korwa,NaN,kfp
Korku,NaN,kfq
Kutchi,NaN,kfr
Bilaspuri,NaN,kfs
Kanjari,NaN,kft
Katkari,NaN,kfu
Kurmukar,NaN,kfv
"Naga, Kharam",NaN,kfw
"Pahari, Kullu",NaN,kfx
Kulvi,NaN,kfx
Kumaoni,NaN,kfy
Koromfé,NaN,kfz
Koyaga,NaN,kga
Kawe,NaN,kgb
Komering,NaN,kge
Kube,NaN,kgf
Kusunda,NaN,kgg
Gamale Kham,NaN,kgj
Kaiwá,NaN,kgk
Kunggari,NaN,kgl
Karingani,NaN,kgn
Krongo,NaN,kgo
Kaingang,NaN,kgp
Kamoro,NaN,kgq
Abun,NaN,kgr
Kumbainggar,NaN,kgs
Somyev,NaN,kgt
Kobol,NaN,kgu
Karas,NaN,kgv
Karon Dori,NaN,kgw
Kamaru,NaN,kgx
Kyerung,NaN,kgy
Khasi,NaN,kha
Lü,NaN,khb
Tukang Besi North,NaN,khc
Bädi Kanum,NaN,khd
Korowai,NaN,khe
Khuen,NaN,khf
"Tibetan, Khams",NaN,khg
Kehu,NaN,khh
Kuturmi,NaN,khj
Halh Mongolian,khk_Cyrl,khk
Lusi,NaN,khl
Khmer,khm_Khmr,khm
Khandesi,NaN,khn
Sakan,NaN,kho
Kapori,NaN,khp
"Songhay, Koyra Chiini",NaN,khq
Kharia,NaN,khr
Kasua,NaN,khs
Khamti,NaN,kht
Nkhumbi,NaN,khu
Khvarshi,NaN,khv
Khowar,NaN,khw
Kanu,NaN,khx
Kele (Democratic Republic of Congo),NaN,khy
Keapara,NaN,khz
Kim,NaN,kia
Koalib,NaN,kib
Kickapoo,NaN,kic
Koshin,NaN,kid
Kibet,NaN,kie
Eastern Parbate Kham,NaN,kif
Kimaghima,NaN,kig
Kilmeri,NaN,kih
Kitsai,NaN,kii
Kilivila,NaN,kij
Gikuyu,NaN,kik
Kariya,NaN,kil
Karagas,NaN,kim
Kinyarwanda,kin_Latn,kin
Kiowa,NaN,kio
Sheshi Kham,NaN,kip
Kosare,NaN,kiq
Kyrgyz,kir_Cyrl,kir
Kis,NaN,kis
Agob,NaN,kit
Kirmanjki,NaN,kiu
Kimbu,NaN,kiv
Northeast Kiwai,NaN,kiw
Khiamniungan Naga,NaN,kix
Kirikiri,NaN,kiy
Kisi,NaN,kiz
Mlap,NaN,kja
Q’anjob’al,NaN,kjb
Coastal Konjo,NaN,kjc
Southern Kiwai,NaN,kjd
Kisar,NaN,kje
Khmu,NaN,kjg
Khakas,NaN,kjh
Zabana,NaN,kji
Khinalugh,NaN,kjj
Highland Konjo,NaN,kjk
Western Parbate Kham,NaN,kjl
Kháng,NaN,kjm
Kunjen,NaN,kjn
Harijan Kinnauri,NaN,kjo
Pwo Eastern Karen,NaN,kjp
Western Keres,NaN,kjq
Kurudu,NaN,kjr
East Kewa,NaN,kjs
Phrae Pwo Karen,NaN,kjt
Kashaya,NaN,kju
Kaikavian Literary Language,NaN,kjv
Ramopa,NaN,kjx
Erave,NaN,kjy
Bumthangkha,NaN,kjz
Kakanda,NaN,kka
Kwerisa,NaN,kkb
Odoodee,NaN,kkc
Kinuku,NaN,kkd
Kakabe,NaN,kke
Kalaktang Monpa,NaN,kkf
Mabaka Valley Kalinga,NaN,kkg
Khün,NaN,kkh
Kagulu,NaN,kki
Kako,NaN,kkj
Kokota,NaN,kkk
Kosarek Yale,NaN,kkl
Kiong,NaN,kkm
Karko,NaN,kko
Koko-Bera,NaN,kkp
Kaeku,NaN,kkq
Kir-Balar,NaN,kkr
Giiwo,NaN,kks
Koi,NaN,kkt
Kangean,NaN,kkv
Teke-Kukuya,NaN,kkw
Kohin,NaN,kkx
Guugu Yimidhirr,NaN,kky
Kaska,NaN,kkz
Klamath-Modoc,NaN,kla
Kiliwa,NaN,klb
Kolbila,NaN,klc
Gamilaraay,NaN,kld
Kulung,NaN,kle
Kendeje,NaN,klf
Tagakaulo,NaN,klg
Weliki,NaN,klh
Kalumpang,NaN,kli
Khalaj,NaN,klj
Kono (Nigeria),NaN,klk
Kagan Kalagan,NaN,kll
Migum,NaN,klm
Kalenjin,NaN,kln
Kapya,NaN,klo
Kamasa,NaN,klp
Rumu,NaN,klq
Khaling,NaN,klr
Kalasha,NaN,kls
Nukna,NaN,klt
Klao,NaN,klu
Maskelynes,NaN,klv
Tado,NaN,klw
Koluwawa,NaN,klx
Kalao,NaN,kly
Kabola,NaN,klz
Konni,NaN,kma
Southern Dong,NaN,kmc
"Kalinga, Majukayang",NaN,kmd
Bakole,NaN,kme
Kare (Papua New Guinea),NaN,kmf
Kâte,NaN,kmg
Kalam,NaN,kmh
Kami (Nigeria),NaN,kmi
Kumarbhag Paharia,NaN,kmj
Limos Kalinga,NaN,kmk
"Kalinga, Tanudan",NaN,kml
Kom (India),NaN,kmm
Awtuw,NaN,kmn
Kwoma,NaN,kmo
Gimme,NaN,kmp
Kwama,NaN,kmq
"Kurdish, Northern",NaN,kmr-script_arabic
Kamasau,NaN,kms
Kemtuik,NaN,kmt
Kanite,NaN,kmu
Karipúna Creole French,NaN,kmv
Komo (Democratic Republic of Congo),NaN,kmw
Waboda,NaN,kmx
Koma,NaN,kmy
Khorasani Turkish,NaN,kmz
Dera (Nigeria),NaN,kna
"Kalinga, Lubuagan",NaN,knb
Central Kanuri,NaN,knc
Konda,NaN,knd
Kankanaey,NaN,kne
Mankanya,NaN,knf
Koongo,NaN,kng
Kanufi,NaN,kni
Akateko,NaN,knj
Kuranko,NaN,knk
Keninjal,NaN,knl
Kanamarí,NaN,knm
Konkani,NaN,knn
Kono,NaN,kno
Kwanja,NaN,knp
Kintaq,NaN,knq
Kaningra,NaN,knr
Kensiu,NaN,kns
Panoan Katukína,NaN,knt
Kono (Guinea),NaN,knu
Tabo,NaN,knv
Kung-Ekoka,NaN,knw
Salako,NaN,knx
Kanyok,NaN,kny
Kalamsé,NaN,knz
Konomala,NaN,koa
